technology_id,series_id,time,value
670,140,2030,2
670,140,2031,2
670,140,2040,2
670,140,2050,2
670,140,2060,2
670,63,2009,99999
670,63,2010,99999
670,63,2011,99999
670,63,2012,99999
670,63,2013,99999
670,63,2014,99999
670,63,2015,99999
670,63,2016,99999
670,63,2017,99999
670,63,2018,99999
670,63,2019,99999
670,63,2020,99999
670,63,2021,99999
670,63,2022,99999
670,63,2023,99999
670,63,2024,99999
670,63,2025,99999
670,63,2026,99999
670,63,2027,99999
670,63,2028,99999
670,63,2029,99999
670,63,2030,99999
670,63,2031,99999
670,63,2040,99999
670,63,2050,99999
670,63,2060,99999
670,141,2009,99999
670,141,2010,99999
670,141,2011,99999
670,141,2012,99999
670,141,2013,99999
670,141,2014,99999
670,141,2015,99999
670,141,2016,99999
670,141,2017,99999
670,141,2018,99999
670,141,2019,99999
670,141,2020,99999
670,141,2021,99999
670,141,2022,99999
670,141,2023,99999
670,141,2024,99999
670,141,2025,99999
670,141,2026,99999
670,141,2027,99999
670,141,2028,99999
670,141,2029,99999
670,141,2030,99999
670,141,2031,99999
670,141,2040,99999
670,141,2050,99999
670,141,2060,99999
670,34,2009,1
670,34,2010,1
670,34,2011,1
670,34,2012,1
670,34,2013,1
670,34,2014,1
670,34,2015,1
670,34,2016,1
670,34,2017,1
670,34,2018,1
670,34,2019,1
670,34,2020,1
670,34,2021,1
670,34,2022,1
670,34,2023,1
670,34,2024,1
670,34,2025,1
670,34,2026,1
670,34,2027,1
670,34,2028,1
670,34,2029,1
670,34,2030,1
670,34,2031,1
670,34,2040,1
670,34,2050,1
670,34,2060,1
670,31,2009,1
670,31,2010,1
670,31,2011,1
670,31,2012,1
670,31,2013,1
670,31,2014,1
670,31,2015,1
670,31,2016,1
670,31,2017,1
670,31,2018,1
670,31,2019,1
670,31,2020,1
670,31,2021,1
670,31,2022,1
670,31,2023,1
670,31,2024,1
670,31,2025,1
670,31,2026,1
670,31,2027,1
670,31,2028,1
670,31,2029,1
670,31,2030,1
670,31,2031,1
670,31,2040,1
670,31,2050,1
670,31,2060,1
676,65,2009,1
676,65,2010,1
676,65,2011,1
676,65,2012,1
676,65,2013,1
676,65,2014,1
676,65,2015,1
676,65,2016,1
676,65,2017,1
676,65,2018,1
676,65,2019,1
676,65,2020,1
676,65,2021,1
676,65,2022,1
676,65,2023,1
676,65,2024,1
676,65,2025,1
676,65,2026,1
676,65,2027,1
676,65,2028,1
676,65,2029,1
676,65,2030,1
676,65,2031,1
676,65,2040,1
676,65,2050,1
676,65,2060,1
676,103,2009,0.3
676,103,2010,0.3
676,103,2011,0.3
676,103,2012,0.3
676,103,2013,0.3
676,103,2014,0.3
676,103,2015,0.3
676,103,2016,0.3
676,103,2017,0.3
676,103,2018,0.3
676,103,2019,0.3
676,103,2020,0.3
676,103,2021,0.3
676,103,2022,0.3
676,103,2023,0.3
676,103,2024,0.3
676,103,2025,0.3
676,103,2026,0.3
676,103,2027,0.3
676,103,2028,0.3
676,103,2029,0.3
676,103,2030,0.3
676,103,2031,0.3
676,103,2040,0.3
676,103,2050,0.3
676,103,2060,0.3
676,139,2009,0.948
676,139,2010,0.948
676,139,2011,0.948
676,139,2012,0.948
676,139,2013,0.948
676,139,2014,0.948
676,139,2015,0.948
676,139,2016,0.948
676,139,2017,0.948
676,139,2018,0.948
676,139,2019,0.948
676,139,2020,0.948
676,139,2021,0.948
676,139,2022,0.948
676,139,2023,0.948
676,139,2024,0.948
676,139,2025,0.948
676,139,2026,0.948
676,139,2027,0.948
676,139,2028,0.948
676,139,2029,0.948
676,139,2030,0.948
676,139,2031,0.948
676,139,2040,0.948
676,139,2050,0.948
676,139,2060,0.948
676,140,2009,100
676,140,2010,100
676,140,2011,100
676,140,2012,100
676,140,2013,100
676,140,2014,100
676,140,2015,100
676,140,2016,100
676,140,2017,100
676,140,2018,100
676,140,2019,100
676,140,2020,100
676,140,2021,100
676,140,2022,100
676,140,2023,100
676,140,2024,100
676,140,2025,100
676,140,2026,100
676,140,2027,100
676,140,2028,100
676,140,2029,100
676,140,2030,100
676,140,2031,100
676,140,2040,100
676,140,2050,100
676,140,2060,100
676,60,2009,60.731
676,60,2010,60.731
676,60,2011,60.731
676,60,2012,60.731
676,60,2013,60.731
676,60,2014,60.731
676,60,2015,60.731
676,60,2016,60.731
676,60,2017,60.731
676,60,2018,60.731
676,60,2019,60.731
676,60,2020,60.731
676,60,2021,60.731
676,60,2022,60.731
676,60,2023,60.731
676,60,2024,60.731
676,60,2025,60.731
676,60,2026,60.731
676,60,2027,60.731
676,60,2028,60.731
676,60,2029,60.731
676,60,2030,60.731
676,60,2031,60.731
676,60,2040,60.731
676,60,2050,60.731
676,60,2060,60.731
676,141,2009,11.86
676,141,2010,11.86
676,141,2011,11.86
676,141,2012,11.86
676,141,2013,11.86
676,141,2014,11.86
676,141,2015,11.86
676,141,2016,11.86
676,141,2017,11.86
676,141,2018,11.86
676,141,2019,11.86
676,141,2020,11.86
676,141,2021,11.86
676,141,2022,11.86
676,141,2023,11.86
676,141,2024,11.86
676,141,2025,11.86
676,141,2026,11.86
676,141,2027,11.86
676,141,2028,11.86
676,141,2029,11.86
676,141,2030,11.86
676,141,2031,11.86
676,141,2040,11.86
676,141,2050,11.86
676,141,2060,11.86
676,62,2000,360
676,138,2009,0.928
676,138,2010,0.928
